2.250%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
2.125%
